text_en,level,example_en,example_ru,tags,extra
technique,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""technique n.""}"
tend,B1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""tend v.""}"
tent,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""tent n.""}"
theirs,B1,,,"[""noun"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""theirs pron.""}"
theme,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""theme n.""}"
theory,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""theory n.""}"
therefore,B1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""therefore adv.""}"
though,B1,,,"[""noun"", ""verb"", ""adverb"", ""conjunction""]","{""parts_of_speech"": [""noun"", ""verb"", ""adverb"", ""conjunction""], ""source"": ""Oxford 3000"", ""original_line"": ""though conj. , adv.""}"
throat,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""throat n.""}"
throughout,B1,,,"[""verb"", ""adverb"", ""preposition""]","{""parts_of_speech"": [""verb"", ""adverb"", ""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""throughout prep./adv.""}"
tight,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""tight adj.""}"
till,B1,,,"[""noun"", ""preposition"", ""conjunction""]","{""parts_of_speech"": [""noun"", ""preposition"", ""conjunction""], ""source"": ""Oxford 3000"", ""original_line"": ""till conj./prep.""}"
tin,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""tin n.""}"
tiny,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""tiny adj.""}"
toe,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""toe n.""}"
tongue,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""tongue n.""}"
total,B1,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""total adj. , n.""}"
totally,B1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""totally adv.""}"
trade,B1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""trade n. , v.""}"
translate,B1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""translate v.""}"
translation,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""translation n.""}"
treat,B1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""treat v.""}"
treatment,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""treatment n.""}"
trend,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""trend n.""}"
trick,B1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""trick n. , v.""}"
truth,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""truth n.""}"
tube,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""tube n.""}"
typically,B1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""typically adv.""}"
tyre,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""tyre n.""}"
ugly,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""ugly adj.""}"
unable,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""unable adj.""}"
uncomfortable,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""uncomfortable adj.""}"
underwear,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""underwear n.""}"
unemployed,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""unemployed adj.""}"
unemployment,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""unemployment n.""}"
unfair,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""unfair adj.""}"
union,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""union n.""}"
unless,B1,,,"[""noun"", ""conjunction""]","{""parts_of_speech"": [""noun"", ""conjunction""], ""source"": ""Oxford 3000"", ""original_line"": ""unless conj.""}"
unlike,B1,,,"[""preposition""]","{""parts_of_speech"": [""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""unlike prep.""}"
unlikely,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""unlikely adj.""}"
unnecessary,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""unnecessary adj.""}"
unpleasant,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""unpleasant adj.""}"
update,B1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""update v. , n.""}"
upon,B1,,,"[""preposition""]","{""parts_of_speech"": [""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""upon prep.""}"
upset,B1,,,"[""verb"", ""adjective""]","{""parts_of_speech"": [""verb"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""upset adj. , v.""}"
valuable,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""valuable adj.""}"
value,B1,,,"[""noun"", ""verb"", ""adjective""]","{""parts_of_speech"": [""noun"", ""verb"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""value n.various adj.""}"
version,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""version n.""}"
victim,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""victim n.""}"
viewer,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""viewer n.""}"
violent,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""violent adj.""}"
volunteer,B1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""volunteer n. , v.""}"
vote,B1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""vote n. , v.""}"
warn,B1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""warn v.""}"
warning,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""warning n.""}"
waste,B1,,,"[""noun"", ""verb"", ""adjective""]","{""parts_of_speech"": [""noun"", ""verb"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""waste n. , v., adj.""}"
weapon,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""weapon n.""}"
weigh,B1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""weigh v.""}"
western,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""western adj.""}"
whatever,B1,,,"[""noun"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""whatever det./pron.""}"
whenever,B1,,,"[""noun"", ""conjunction""]","{""parts_of_speech"": [""noun"", ""conjunction""], ""source"": ""Oxford 3000"", ""original_line"": ""whenever conj.""}"
whether,B1,,,"[""noun"", ""conjunction""]","{""parts_of_speech"": [""noun"", ""conjunction""], ""source"": ""Oxford 3000"", ""original_line"": ""whether conj.""}"
wing,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""wing n.""}"
within,B1,,,"[""preposition""]","{""parts_of_speech"": [""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""within prep.""}"
wonder,B1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""wonder v. , n.""}"
wool,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""wool n.""}"
worldwide,B1,,,"[""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""worldwide adj. , adv.""}"
worth,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""worth adj.""}"
written,B1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""written adj.""}"
yard,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""yard n.""}"
youth,B1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""youth n.""}"
abandon,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""abandon v.""}"
absolute,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""absolute adj.""}"
academic,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""academic n.""}"
acceptable,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""acceptable adj.""}"
accompany,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""accompany v.""}"
accurate,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""accurate adj.""}"
accuse,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""accuse v.""}"
acknowledge,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""acknowledge v.""}"
acquire,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""acquire v.""}"
actual,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""actual adj.""}"
adapt,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""adapt v.""}"
additional,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""additional adj.""}"
administration,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""administration n.""}"
adopt,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""adopt v.""}"
advance,B2,,,"[""noun"", ""verb"", ""adjective""]","{""parts_of_speech"": [""noun"", ""verb"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""advance n. , v., adj.""}"
affair,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""affair n.""}"
afterwards,B2,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""afterwards adv.""}"
agency,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""agency n.""}"
agenda,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""agenda n.""}"
aggressive,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""aggressive adj.""}"
aid,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""aid n. , v.""}"
aircraft,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""aircraft n.""}"
alter,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""alter v.""}"
anger,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""anger n.angle n.""}"
anniversary,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""anniversary n.""}"
annual,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""annual adj.""}"
anxious,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""anxious adj.""}"
apparent,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""apparent adj.""}"
apparently,B2,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""apparently adv.""}"
appeal,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""appeal n. , v.""}"
approach,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""approach n. , v.""}"
appropriate,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""appropriate adj.""}"
approval,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""approval n.""}"
approve,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""approve v.""}"
arise,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""arise v.""}"
armed,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""armed adj.""}"
arms,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""arms n.""}"
artificial,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""artificial adj.""}"
artistic,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""artistic adj.""}"
ashamed,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""ashamed adj.""}"
aspect,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""aspect n.""}"
assess,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""assess v.""}"
assessment,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""assessment n.""}"
associate,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""associate v.""}"
associated,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""associated adj.""}"
association,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""association n.""}"
assume,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""assume v.""}"
attempt,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""attempt n. , v.""}"
bacteria,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""bacteria n.""}"
barrier,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""barrier n.""}"
basically,B2,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""basically adv.""}"
beg,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""beg v.""}"
being,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""being n.""}"
bent,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""bent adj.""}"
bet,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""bet v. , n.""}"
beyond,B2,,,"[""verb"", ""adverb"", ""preposition""]","{""parts_of_speech"": [""verb"", ""adverb"", ""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""beyond prep. , adv.""}"
bitter,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""bitter adj.""}"
blame,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""blame v. , n.""}"
blind,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""blind adj.""}"
bond,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""bond n.""}"
breast,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""breast n.""}"
brief,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""brief adj.""}"
broad,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""broad adj.""}"
broadcast,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""broadcast v. , n.""}"
budget,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""budget n.""}"
bullet,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""bullet n.""}"
bunch,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""bunch n.""}"
bush,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""bush n.""}"
cable,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""cable n.""}"
calculate,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""calculate v.""}"
cancel,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""cancel v.""}"
cancer,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""cancer n.""}"
capable,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""capable adj.""}"
capacity,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""capacity n.""}"
capture,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""capture v. , n.""}"
cast,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""cast n. , v.""}"
cell,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""cell n.""}"
chairman,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""chairman n.""}"
characteristic,B2,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""characteristic n. , adj.""}"
circumstance,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""circumstance n.""}"
cite,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""cite v.""}"
citizen,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""citizen n.""}"
civil,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""civil adj.""}"
classic,B2,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""classic adj. , n.""}"
closely,B2,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""closely adv.""}"
collapse,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""collapse v. , n.""}"
combination,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""combination n.""}"
comfort,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""comfort n. , v.""}"
command,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""command n. , v.""}"
commission,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""commission n. , v.""}"
commitment,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""commitment n.""}"
committee,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""committee n.""}"
commonly,B2,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""commonly adv.""}"
complicated,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""complicated adj.""}"
component,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""component n.""}"
concentration,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""concentration n.""}"
concept,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""concept n.""}"
concern,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""concern n. , v.""}"
concerned,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""concerned adj.""}"
conduct,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""conduct v. , n.""}"
confidence,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""confidence n.""}"
conflict,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""conflict n. , v.""}"
confusing,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""confusing adj.""}"
conscious,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""conscious adj.""}"
conservative,B2,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""conservative adj. , n.""}"
consideration,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""consideration n.""}"
consistent,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""consistent adj.""}"
constant,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""constant adj.""}"
constantly,B2,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""constantly adv.""}"
construct,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""construct v.""}"
construction,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""construction n.""}"
contemporary,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""contemporary adj.""}"
contest,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""contest n. , v.""}"
contract,B2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""contract n. , v.""}"
contribute,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""contribute v.""}"
contribution,B2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""contribution n.""}"
convert,B2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""convert v.""}"
convinced,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""convinced adj.""}"
core,B2,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""core n. , adj.""}"
corporate,B2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""corporate adj.""}"
