text_en,level,example_en,example_ru,tags,extra
head,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""head n.""}"
health,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""health n.""}"
healthy,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""healthy adj.""}"
hear,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""hear v.""}"
hello,A1,,,"[""noun"", ""exclamation""]","{""parts_of_speech"": [""noun"", ""exclamation""], ""source"": ""Oxford 3000"", ""original_line"": ""hello exclam./n.""}"
help,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""help v. , n.""}"
her,A1,,,"[""noun"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""her pron. , det.""}"
here,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""here adv.""}"
hey,A1,,,"[""exclamation""]","{""parts_of_speech"": [""exclamation""], ""source"": ""Oxford 3000"", ""original_line"": ""hey exclam.""}"
hi,A1,,,"[""exclamation""]","{""parts_of_speech"": [""exclamation""], ""source"": ""Oxford 3000"", ""original_line"": ""hi exclam.""}"
high,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""high adj.""}"
him,A1,,,"[""noun"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""him pron.""}"
his,A1,,,"[""determiner""]","{""parts_of_speech"": [""determiner""], ""source"": ""Oxford 3000"", ""original_line"": ""his det.""}"
history,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""history n.""}"
hobby,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""hobby n.""}"
holiday,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""holiday n.""}"
home,A1,,,"[""noun"", ""verb"", ""adverb""]","{""parts_of_speech"": [""noun"", ""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""home n. , adv.""}"
homework,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""homework n.""}"
hope,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""hope v.""}"
horse,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""horse n.""}"
hospital,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""hospital n.""}"
hot,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""hot adj.""}"
hotel,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""hotel n.""}"
hour,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""hour n.""}"
house,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""house n.""}"
how,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""how adv.""}"
however,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""however adv.""}"
hundred,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""hundred number""}"
hungry,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""hungry adj.""}"
husband,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""husband n.""}"
ice,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""ice\u00a0cream n.""}"
idea,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""idea n.""}"
if,A1,,,"[""noun"", ""conjunction""]","{""parts_of_speech"": [""noun"", ""conjunction""], ""source"": ""Oxford 3000"", ""original_line"": ""if conj.""}"
imagine,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""imagine v.""}"
important,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""important adj.""}"
improve,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""improve v.""}"
in,A1,,,"[""verb"", ""adverb"", ""preposition""]","{""parts_of_speech"": [""verb"", ""adverb"", ""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""in prep. , adv.""}"
include,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""include v.""}"
information,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""information n.""}"
interest,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""interest n. , v.""}"
interested,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""interested adj.""}"
interesting,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""interesting adj.""}"
internet,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""internet n.""}"
interview,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""interview n. , v.""}"
into,A1,,,"[""preposition""]","{""parts_of_speech"": [""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""into prep.""}"
introduce,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""introduce v.""}"
island,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""island n.""}"
it,A1,,,"[""noun"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""it pron.""}"
its,A1,,,"[""determiner""]","{""parts_of_speech"": [""determiner""], ""source"": ""Oxford 3000"", ""original_line"": ""its det.""}"
jacket,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""jacket n.""}"
january,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""January n.""}"
jeans,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""jeans n.""}"
job,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""job n.""}"
join,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""join v.""}"
journey,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""journey n.""}"
juice,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""juice n.""}"
july,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""July n.""}"
june,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""June n.""}"
just,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""just adv.""}"
keep,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""keep v.""}"
key,A1,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""key n. , adj.""}"
kilometre,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""kilometre n.""}"
kind,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""kind (type) n.""}"
kitchen,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""kitchen n.""}"
know,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""know v.""}"
land,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""land n.""}"
language,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""language n.""}"
large,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""large adj.""}"
late,A1,,,"[""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""late adj. , adv.""}"
later,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""later adv.""}"
laugh,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""laugh v. , n.""}"
learn,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""learn v.""}"
leave,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""leave v.""}"
left,A1,,,"[""noun"", ""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""noun"", ""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""left adj. , adv. , n.""}"
leg,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""leg n.""}"
lesson,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""lesson n.""}"
let,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""let v.""}"
letter,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""letter n.""}"
library,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""library n.""}"
life,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""life n.""}"
light,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""light (from the sun/a lamp) n. ,""}"
like,A1,,,"[""preposition""]","{""parts_of_speech"": [""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""like (similar) prep.""}"
line,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""line n.""}"
lion,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""lion n.""}"
list,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""list n. , v.""}"
listen,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""listen v.""}"
little,A1,,,"[""noun"", ""adjective"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""adjective"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""little adj. , det./pron.""}"
local,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""local adj.""}"
long,A1,,,"[""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""long 1 adj. , adv.""}"
look,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""look v.""}"
lose,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""lose v.""}"
lot,A1,,,"[""noun"", ""verb"", ""adverb"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""verb"", ""adverb"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""lot pron. , det. , adv.""}"
love,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""love n. , v.""}"
lunch,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""lunch n.machine n.""}"
magazine,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""magazine n.""}"
main,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""main adj.""}"
make,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""make v.""}"
man,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""man n.""}"
many,A1,,,"[""noun"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""many det./pron.""}"
map,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""map n.""}"
march,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""March n.""}"
market,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""market n.""}"
married,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""married adj.""}"
match,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""match (contest/correspond) n. , v.""}"
may,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""May n.""}"
maybe,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""maybe adv.""}"
me,A1,,,"[""noun"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""me pron.""}"
meal,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""meal n.""}"
mean,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""mean v.""}"
meaning,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""meaning n.""}"
meat,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""meat n.""}"
meet,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""meet v.""}"
meeting,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""meeting n.""}"
member,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""member n.""}"
menu,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""menu n.""}"
message,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""message n.""}"
metre,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""metre n.""}"
midnight,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""midnight n.""}"
mile,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""mile n.""}"
milk,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""milk n.""}"
million,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""million number""}"
minute,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""minute 1 n.""}"
miss,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""miss v.""}"
mistake,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""mistake n.""}"
model,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""model n.""}"
modern,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""modern adj.""}"
moment,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""moment n.""}"
monday,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""Monday n.""}"
money,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""money n.""}"
month,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""month n.""}"
more,A1,,,"[""noun"", ""verb"", ""adverb"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""verb"", ""adverb"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""more det./pron. , adv.""}"
morning,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""morning n.""}"
most,A1,,,"[""noun"", ""verb"", ""adverb"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""verb"", ""adverb"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""most det./pron. , adv.""}"
mother,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""mother n.""}"
mountain,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""mountain n.""}"
mouse,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""mouse n.""}"
mouth,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""mouth n.""}"
move,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""move v.""}"
movie,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""movie n.""}"
much,A1,,,"[""noun"", ""verb"", ""adverb"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""verb"", ""adverb"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""much det./pron. , adv.""}"
mum,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""mum n.""}"
museum,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""museum n.""}"
music,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""music n.""}"
must,A1,,,"[""verb"", ""modal verb""]","{""parts_of_speech"": [""verb"", ""modal verb""], ""source"": ""Oxford 3000"", ""original_line"": ""must modal v.""}"
my,A1,,,"[""determiner""]","{""parts_of_speech"": [""determiner""], ""source"": ""Oxford 3000"", ""original_line"": ""my det.""}"
name,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""name n. , v.""}"
natural,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""natural adj.""}"
near,A1,,,"[""verb"", ""adjective"", ""adverb"", ""preposition""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb"", ""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""near prep. , adj. , adv.""}"
need,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""need v.""}"
negative,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""negative adj.""}"
neighbour,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""neighbour n.""}"
never,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""never adv.""}"
new,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""new adj.""}"
news,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""news n.""}"
newspaper,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""newspaper n.""}"
next,A1,,,"[""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""next adj. , adv.""}"
nice,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""nice adj.""}"
night,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""night n.""}"
nine,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""nine number""}"
nineteen,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""nineteen number""}"
ninety,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""ninety number""}"
no,A1,,,"[""determiner"", ""exclamation""]","{""parts_of_speech"": [""determiner"", ""exclamation""], ""source"": ""Oxford 3000"", ""original_line"": ""no exclam. , det.""}"
nobody,A1,,,"[""noun"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""nobody pron.""}"
north,A1,,,"[""noun"", ""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""noun"", ""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""north n. , adj. , adv.""}"
nose,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""nose n.""}"
not,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""not adv.""}"
note,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""note n.""}"
nothing,A1,,,"[""noun"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""nothing pron.""}"
november,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""November n.""}"
now,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""now adv.""}"
number,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""number n.""}"
nurse,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""nurse n.""}"
object,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""object n.""}"
october,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""October n.""}"
of,A1,,,"[""preposition""]","{""parts_of_speech"": [""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""of prep.""}"
off,A1,,,"[""verb"", ""adverb"", ""preposition""]","{""parts_of_speech"": [""verb"", ""adverb"", ""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""off adv. , prep.""}"
office,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""office n.""}"
often,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""often adv.""}"
oh,A1,,,"[""exclamation""]","{""parts_of_speech"": [""exclamation""], ""source"": ""Oxford 3000"", ""original_line"": ""oh exclam.""}"
ok,A1,,,"[""verb"", ""adjective"", ""adverb"", ""exclamation""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb"", ""exclamation""], ""source"": ""Oxford 3000"", ""original_line"": ""OK exclam. , adj./adv.""}"
old,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""old adj.""}"
on,A1,,,"[""verb"", ""adverb"", ""preposition""]","{""parts_of_speech"": [""verb"", ""adverb"", ""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""on prep. , adv.""}"
once,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""once adv.""}"
one,A1,,,"[""noun"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""one number/det. , pron.""}"
onion,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""onion n.""}"
online,A1,,,"[""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""online adj. , adv.""}"
only,A1,,,"[""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""only adj. , adv.""}"
open,A1,,,"[""verb"", ""adjective""]","{""parts_of_speech"": [""verb"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""open adj. , v.""}"
opinion,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""opinion n.""}"
